ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-373076	Class A/1 (Rhodopsin-like receptors)	124/2443	333/11180	0.372372372372372	1.70410279292801	6.89739991575748	6.46170773999899e-11	7.6625084283488e-09	6.81880211510419e-09	HTR1D/OPRD1/EDN2/LPAR3/PLPPR5/PROK1/RXFP4/XCL1/KISS1/AGT/NPY4R/NPY4R2/TACR2/NPFFR1/HTR7/FFAR4/ADRA2A/ADRB1/PRLHR/CCKBR/F2/APLNR/CHRM1/GAL/P2RY2/DRD2/TAC3/NTS/HCAR2/HCAR3/HCAR1/RXFP2/HTR2A/LPAR6/MLNR/EDNRB/OXGR1/LTB4R2/LTB4R/SSTR1/PTGER2/GPHB5/GPR68/BDKRB1/NMB/SSTR5/CXCL16/ADORA2B/CCR7/HCRT/GALR2/UTS2R/MC2R/GRP/MC4R/C3/CCL25/S1PR5/F2RL3/INSL3/FFAR3/GPR4/FPR2/POMC/OXER1/LHCGR/FSHR/GPR17/GPR39/GPBAR1/CCL20/ACKR3/PRLH/GPR35/SSTR4/EDN3/NTSR1/GHRL/CCK/CCR9/CCR2/CCRL2/PROK2/ACKR4/AGTR1/P2RY1/ECE2/KNG1/SST/DRD5/GNRHR/NPFFR2/CXCL1/PF4/PPBP/CXCL5/CXCL3/CXCL2/CXCL10/QRFPR/RXFP1/MTNR1A/CCL28/HTR4/ADRB2/NMUR2/DRD1/MLN/HCRTR2/HTR1B/CGA/TAAR5/TAAR1/CCR6/NPSR1/PNOC/ADRB3/OPRK1/CCL21/ANXA1/XK/CXCR3/APLN/OPN1MW3	124
R-HSA-9925561	Developmental Lineage of Pancreatic Acinar Cells	23/2443	31/11180	0.741935483870968	3.39534945136202	7.06177398005192	7.26834271358731e-10	7.9560397549498e-08	7.08001318578586e-08	CELA3B/PNLIP/PNLIPRP2/PLA2G1B/PDX1/RNASE1/SERPINA4/ONECUT1/PDIA2/GP2/HNF1B/SOX9/KLK1/REG1A/FOXA2/CPB1/NKX6-1/SPINK1/BHLHA15/CPA2/CPA1/PRSS1/GATA4	23
R-HSA-112316	Neuronal System	142/2443	410/11180	0.346341463414634	1.58497648832403	6.38123195704789	9.81572994612039e-10	9.97698836666379e-08	8.87843843998709e-08	GRIK3/SLC1A7/KCNA10/KCNA3/CACNA1E/PPFIA4/KCNH1/SLC18A3/CHAT/KCNMA1/SLC18A2/HRAS/KCNQ1/SYT9/KCNJ11/ABCC8/KCNA4/KCNK4/NRXN2/KCNK7/PPFIA1/GRM5/HTR3A/KCNJ1/SLC6A12/KCNA1/GRIN2B/SYT10/SLC38A2/ADCY6/GRIP1/KCNC2/PPFIA2/TUBA3C/SLITRK6/SLITRK5/ADCY4/NRXN3/GABRB3/GABRA5/GABRG3/APBA2/CHRFAM7A/CHRNA7/HCN4/CHRNB4/KCNG4/NLGN2/SLC6A4/KCNH4/KCNH6/PRKCA/KCNJ16/DLGAP1/TUBB6/HCN2/GRIN3B/PTPRS/TUBB4A/SLC1A6/HOMER3/KCNN4/GRIN2D/KCNA7/SHANK1/PRKCG/CACNG8/KCNF1/KCNS3/KCNK3/NRXN1/SLC5A7/KCNJ3/KCNH7/GAD1/PRKAG3/TUBA4A/KCNG1/TUBB1/CHRNA4/KCNQ2/KCNJ15/CACNG2/KCNJ4/PANX2/SLC6A11/KCNH8/CACNA2D2/CACNA2D3/SLITRK3/BCHE/NLGN1/KCNMB2/GNB4/HTR3D/IL1RAP/CPLX1/CHRNA9/GABRA2/GABRB1/GLRA3/SLC6A3/ADCY2/SLC1A3/CAMK2A/GABRB2/KCNMB1/GABBR1/KCNK17/KCNK16/RIMS1/KCNQ5/MYO6/GRIK2/EPB41L2/GRM1/CAMK2B/GNAI1/CACNA2D1/GNGT1/ACHE/KCND2/NEFL/NRG1/CHRNA6/KCNB2/KCNS2/ADCY8/KCNK9/SLC1A1/PTPRD/PRKACG/CACNA1B/PRKX/NLGN4X/GLRA2/TSPAN7/RPS6KA6/SLITRK2/GABRA3/GABRQ/NLGN4Y	142
R-HSA-5083625	Defective GALNT3 causes HFTC	16/2443	18/11180	0.888888888888889	4.06785827989266	6.8878325527369	2.51731545452235e-09	2.23883743236582e-07	1.99232269196736e-07	MUC1/MUC6/MUC2/MUC5AC/MUC5B/MUC15/MUC19/MUCL1/GALNT3/MUC13/MUC20/MUC4/MUC7/MUC3A/MUC12/MUC17	16
R-HSA-5083636	Defective GALNT12 causes CRCS1	16/2443	18/11180	0.888888888888889	4.06785827989266	6.8878325527369	2.51731545452235e-09	2.23883743236582e-07	1.99232269196736e-07	MUC1/MUC6/MUC2/MUC5AC/MUC5B/MUC15/MUC19/MUCL1/MUC13/MUC20/MUC4/MUC7/MUC3A/MUC12/MUC17/GALNT12	16
R-HSA-375276	Peptide ligand-binding receptors	79/2443	200/11180	0.395	1.8076545231273	6.09426733143095	9.7601902133109e-09	8.1698533373773e-07	7.27028410316596e-07	OPRD1/EDN2/PROK1/RXFP4/XCL1/KISS1/AGT/NPY4R/NPY4R2/TACR2/NPFFR1/PRLHR/CCKBR/F2/APLNR/GAL/TAC3/NTS/RXFP2/MLNR/EDNRB/SSTR1/BDKRB1/NMB/SSTR5/CXCL16/CCR7/HCRT/GALR2/UTS2R/MC2R/GRP/MC4R/C3/CCL25/F2RL3/INSL3/FPR2/POMC/CCL20/ACKR3/PRLH/SSTR4/EDN3/NTSR1/GHRL/CCK/CCR9/CCR2/CCRL2/PROK2/ACKR4/AGTR1/ECE2/KNG1/SST/NPFFR2/CXCL1/PF4/PPBP/CXCL5/CXCL3/CXCL2/CXCL10/QRFPR/RXFP1/CCL28/NMUR2/MLN/HCRTR2/CCR6/NPSR1/PNOC/OPRK1/CCL21/ANXA1/XK/CXCR3/APLN	79
R-HSA-156588	Glucuronidation	19/2443	25/11180	0.76	3.47801882930823	6.55876186391033	1.18410266218016e-08	8.86830572780191e-07	7.89183103935029e-07	UGT1A4/UGT1A7/UGT1A1/UGT1A9/UGT1A6/UGT1A10/UGT1A8/UGT2B17/UGT2B15/UGT2B10/UGT2A3/UGT2B7/UGT2B11/UGT2B4/UGT2A2/UGT2A1/UGT3A1/UGT3A2/SLC35D2	19
R-HSA-977068	Termination of O-glycan biosynthesis	19/2443	25/11180	0.76	3.47801882930823	6.55876186391033	1.18410266218016e-08	8.86830572780191e-07	7.89183103935029e-07	ST3GAL3/ST6GALNAC3/MUC1/MUC6/MUC2/MUC5AC/MUC5B/MUC15/MUC19/MUCL1/ST6GALNAC2/MUC13/ST6GAL1/MUC20/MUC4/MUC7/MUC3A/MUC12/MUC17	19
R-HSA-5083632	Defective C1GALT1C1 causes TNPS	16/2443	19/11180	0.842105263157895	3.85376047568779	6.58301445687371	1.2686303394174e-08	9.0263048649548e-07	8.03243314904807e-07	MUC1/MUC6/MUC2/MUC5AC/MUC5B/MUC15/MUC19/MUCL1/MUC13/MUC20/MUC4/MUC7/C1GALT1/MUC3A/MUC12/MUC17	16
R-HSA-9753281	Paracetamol ADME	20/2443	28/11180	0.714285714285714	3.26881468919946	6.35599730377435	2.83471218261555e-08	1.92085496945806e-06	1.70935275974261e-06	GSTM1/ABCC2/CYP2E1/ABCC1/SULT1A4/SULT1A3/ABCC3/SULT2A1/SULT1C4/UGT1A1/UGT1A9/UGT1A6/UGT1A10/GGT1/ACY1/ABCC5/UGT2B15/ABCG2/NAT1/NAT2	20
R-HSA-6803157	Antimicrobial peptides	44/2443	95/11180	0.463157894736842	2.11956826162828	5.79464154629191	9.45818630660118e-08	6.1177268701334e-06	5.44411393628767e-06	PLA2G2A/PGLYRP3/PGLYRP4/S100A9/S100A8/S100A7A/S100A7/ITLN1/ART1/LYZ/RNASE7/CHGA/PGLYRP2/REG3G/REG3A/DEFB126/DEFB127/DEFB118/BPIFB4/BPIFA2/BPIFB1/SEMG1/CCR2/HTN3/CCR6/PRSS2/DEFB1/DEFA6/DEFA1B/DEFA5/DEFB103B/DEFB103A/DEFB105A/DEFB105B/DEFB107A/DEFB107B/DEFB104A/DEFB104B/DEFB4A/DEFB4B/DEFB130A/DEFB130B/PRSS3/LCN2	44
R-HSA-9834899	Specification of the neural plate border	14/2443	17/11180	0.823529411764706	3.76875105342997	6.0408764130465	1.89345974228163e-07	1.15805911035203e-05	1.03054710933424e-05	PAX7/WNT3A/BMP4/TCF7L1/PAX3/GBX2/TFAP2C/ZIC1/SOX2/TFAP2A/POU5F1/TFAP2B/MYB/DLX5	14
R-HSA-9725554	Differentiation of Keratinocytes in Interfollicular Epidermis in Mammalian Skin	24/2443	40/11180	0.6	2.74580433892755	5.84877631885558	1.95315661619456e-07	1.15805911035203e-05	1.03054710933424e-05	GJB3/FLG/IVL/LORICRIN/CALML5/KRT5/KRT1/CSPG4/KRT10/KRT15/KRT19/KRT14/CASP14/KRTDAP/DMKN/SBSN/LGALS7/LGALS7B/KLK5/TP63/ABCG2/FABP5/AQP3/PRSS3	24
R-HSA-373080	Class B/2 (Secretin family receptors)	43/2443	95/11180	0.452631578947368	2.07139625568219	5.54531373253493	2.95173075556721e-07	1.68012514606885e-05	1.49512930481994e-05	WNT4/WNT2B/CD55/WNT9A/WNT3A/UCN3/ADM/CALCA/IAPP/PTHLH/WNT10B/FZD10/CRHR1/LINC02210-CRHR1/GCGR/ADGRE1/ADGRE5/GIPR/SCTR/GCG/FZD7/FZD5/PTH2R/WNT6/WNT10A/IHH/RAMP1/GHRH/WNT7B/WNT7A/UCN2/WNT5A/GNB4/WNT8A/GLP1R/VIP/GHRHR/FZD9/FZD1/GNGT1/SMO/SHH/FZD6	43
R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	47/2443	109/11180	0.431192660550459	1.97328446375527	5.39935220955508	4.94898886049205e-07	2.70861967249238e-05	2.41037797537325e-05	SLC1A7/SLC26A9/SLC17A6/SLC43A1/SLC3A2/SLC6A12/SLC38A2/SLC4A8/SLC6A15/SLC5A8/SLC7A7/SLC7A8/SLC12A1/SLC7A5/SLC1A6/SLC5A5/SLC7A9/SLC3A1/SLC1A4/SLC9A4/SLC9A2/SLC4A10/SLC4A3/SLC6A20/SLC26A6/SLC38A3/SLC9A9/SLC26A1/SLC34A2/SLC4A4/SLC7A11/SLC9A3/SLC12A7/SLC6A19/SLC6A18/SLC1A3/SLC12A2/SLC36A2/SLC34A1/SLC17A1/SLC17A5/SLC26A3/AHCYL2/SLC20A2/SLC1A1/SLC24A2/SLC6A14	47
R-HSA-156580	Phase II - Conjugation of compounds	46/2443	108/11180	0.425925925925926	1.94918209244857	5.24119621826768	9.96911011297845e-07	5.25409025584012e-05	4.67557094187644e-05	GCLM/GSTM4/GSTM1/GSTM2/GSTM3/MAT1A/PAPSS2/GLYATL2/GLYATL1/CHAC1/ACSM1/SULT1A2/SULT1A4/SULT1A3/SULT2A1/SULT2B1/SULT1C2/SULT1C4/UGT1A4/UGT1A7/UGT1A1/UGT1A9/UGT1A6/UGT1A10/UGT1A8/GGT1/SLC26A1/UGT2B17/UGT2B15/UGT2B10/UGT2A3/UGT2B7/UGT2B11/UGT2B4/UGT2A2/UGT2A1/SULT1B1/UGT3A1/UGT3A2/GSTA3/GSTA4/GCLC/TPST1/NAT1/NAT2/SLC35D2	46
R-HSA-425366	Transport of bile salts and organic acids, metal ions and amine compounds	38/2443	84/11180	0.452380952380952	2.07024930315966	5.20623079182841	1.4512423889281e-06	7.37542114087388e-05	6.56332554090416e-05	SLC30A2/SLC44A5/SLC44A3/SLC30A10/SLC18A2/SLC67A1/SLC6A5/SLC22A11/SLC6A12/SLC2A13/SLC39A5/SLC6A15/SLC41A2/SLC39A2/SLC5A11/SLC6A2/SLC13A5/SLC47A1/SLC47A2/SLC13A2/SLC39A6/SLC14A2/SLC30A3/SLC5A7/SLC40A1/SLC6A11/SLC6A20/SLC10A6/SLC6A19/SLC6A18/SLC6A3/SLC6A7/SLC44A4/SLC13A1/SLC18A1/SLC39A14/HEPH/SLC6A14	38
R-HSA-5621480	Dectin-2 family	18/2443	28/11180	0.642857142857143	2.94193322027952	5.44025141011475	1.62194452955331e-06	7.95871401915298e-05	7.08239299111664e-05	MUC1/MUC6/MUC2/MUC5AC/MUC5B/MUC15/CLEC4D/CLEC4E/MUC19/MUCL1/MUC13/MUC20/MUC4/MUC7/MUC3A/MUC12/MUC17/LYN	18
R-HSA-5173105	O-linked glycosylation	48/2443	117/11180	0.41025641025641	1.87747305225815	5.04512935999818	2.14972663711439e-06	0.000101968700153792	9.07410927876704e-05	ST3GAL3/ST6GALNAC3/MUC1/MUC6/MUC2/MUC5AC/MUC5B/GALNT18/MUC15/B3GNT6/GALNT8/MUC19/ADAMTS20/MUCL1/GALNT4/POC1B-GALNT4/GALNT9/THSD1/GCNT3/CHST4/ADAMTS18/ST6GALNAC2/B3GNT3/GALNT14/THSD7B/GALNT13/GALNT5/GALNT3/B3GNT7/MUC13/A4GNT/B3GNT5/ST6GAL1/MUC20/MUC4/MUC7/GALNTL6/GALNT7/ADAMTS16/ADAMTS19/C1GALT1/THSD7A/MUC3A/MUC12/MUC17/GALNTL5/GCNT1/GALNT12	48
R-HSA-416476	G alpha (q) signalling events	76/2443	215/11180	0.353488372093023	1.61768317642243	4.83573761789838	3.33647494418343e-06	0.00015315496276042	0.000136291319451703	EDN2/LPAR3/PROK1/RGS5/XCL1/RGSL1/KISS1/AGT/TACR2/NPFFR1/FFAR4/GRK5/HRAS/CCKBR/F2/DAGLA/CHRM1/P2RY2/GRM5/DGKA/TAC3/ARHGEF25/NTS/HTR2A/LPAR6/MLNR/EDNRB/LTB4R2/LTB4R/GPR68/BDKRB1/NMB/GAST/HCRT/PRKCA/GCGR/UTS2R/GRP/GNA15/F2RL3/FFAR3/GPR4/FPR2/GPR17/GPR39/GCG/DGKD/PLCB4/EDN3/NTSR1/GHRL/CCK/PROK2/CASR/KALRN/MGLL/AGTR1/P2RY1/GNB4/DGKG/KNG1/GNRHR/NPFFR2/QRFPR/TRPC7/NMUR2/MLN/HCRTR2/GRM1/DGKB/NPSR1/EGFR/GNGT1/DGKI/ANXA1/GNA14	76
R-HSA-2453902	The canonical retinoid cycle in rods (twilight vision)	15/2443	22/11180	0.681818181818182	3.12023220332676	5.26360913685238	4.15499790074623e-06	0.000180745116230183	0.000160843566094545	RPE65/ABCA4/RBP3/RBP4/RDH5/HSD17B6/SDR9C7/RDH16/RDH12/STRA6/TTR/RDH8/RBP1/LRAT/CYP4V2	15
R-HSA-1296071	Potassium Channels	43/2443	103/11180	0.41747572815534	1.91051110960978	4.90879422965926	4.19155926605485e-06	0.000180745116230183	0.000160843566094545	KCNA10/KCNA3/KCNH1/KCNMA1/KCNQ1/KCNJ11/ABCC8/KCNA4/KCNK4/KCNK7/KCNJ1/KCNA1/KCNC2/HCN4/KCNG4/KCNH4/KCNH6/KCNJ16/HCN2/KCNN4/KCNA7/KCNF1/KCNS3/KCNK3/KCNJ3/KCNH7/KCNG1/KCNQ2/KCNJ15/KCNJ4/KCNH8/KCNMB2/GNB4/KCNMB1/GABBR1/KCNK17/KCNK16/KCNQ5/GNGT1/KCND2/KCNB2/KCNS2/KCNK9	43
R-HSA-8963743	Digestion and absorption	17/2443	27/11180	0.62962962962963	2.88139961492397	5.17546201537823	4.83704547748633e-06	0.000202444579837148	0.000180153737133624	GUCA2B/GUCA2A/CHIA/LIPF/PNLIPRP3/PNLIP/PNLIPRP1/PNLIPRP2/GUCY2C/LCT/ALPI/SLC5A1/SI/SLC2A2/NPC1L1/MGAM/PIR	17
