ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0045103	intermediate filament-based process	58/4017	97/18434	0.597938144329897	2.743936209255	9.08999821259055	5.67611074293079e-16	3.12082888847686e-13	2.45457841600998e-13	TCHH/PKP1/INA/PKP2/PRPH/KRT7/KRT81/KRT85/KRT84/KRT82/KRT75/KRT6B/KRT6C/KRT6A/KRT5/KRT71/KRT74/KRT72/KRT73/KRT2/KRT1/KRT77/KRT76/KRT3/KRT79/KRT18/ATP8A2/SYNM/EVPLL/KRT25/KRT27/KRT10/KRT12/KRT20/KRT23/KRT39/KRT40/KRT33A/KRT33B/KRT34/KRT31/KRT37/KRT38/KRT32/KRT35/KRT15/KRT19/KRT9/KRT14/KRT16/KRT17/DES/BFSP1/DSP/DST/SHH/NEFM/NEFL	58
GO:0006805	xenobiotic metabolic process	68/4017	124/18434	0.548387096774194	2.51654661238125	8.94404368767631	8.94375880038212e-16	4.50765443539259e-13	3.5453373700813e-13	CYP2J2/GSTM4/GSTM1/GSTM2/GSTM3/FMO5/RORC/S100A12/EPHX1/AKR1C1/CYP26A1/CYP2C18/CYP2C19/CYP2C9/ABCC2/CYP2E1/SLCO2B1/SLCO1A2/NOS1/SLC28A2/RORA/CYP1A1/ABCC1/ACSM1/SULT1A2/SULT1A4/SULT1A3/CES2/CES3/ALDH3A1/ABCC3/CYP4F12/CYP4F2/CYP2A7/CYP2B6/SULT2A1/CYP26B1/SULT1C3/SULT1C4/UGT1A7/UGT1A1/UGT1A9/UGT1A6/UGT1A10/UGT1A8/HNF4A/ADA/CBR1/CBR3/NR1I2/BCHE/NCEH1/ABCC5/UGT2B17/UGT2B15/UGT2B7/UGT2B11/SULT1B1/CMBL/GSTA3/GSTA4/CYP2W1/ABCB1/CYP3A5/CYP3A7/CYP3A4/NAT1/NAT2	68
GO:0019730	antimicrobial humoral response	89/4017	184/18434	0.483695652173913	2.21967778246799	8.77675687468394	1.16449061069462e-15	5.41756862575464e-13	4.2609984370275e-13	NPPB/PGLYRP3/PGLYRP4/S100A9/S100A12/S100A7/XCL1/DMBT1/ADM/CALCA/F2/MMP7/KRT6A/LYZ/NTS/PLA2G1B/ANG/RNASE4/RNASE7/LGALS3/IGHA2/IGHG2/IGHA1/IGHG3/IGHD/IGHM/NOD2/CCL8/CCL15/GATA6/CCL25/LGALS4/KLK3/KLK5/POMC/REG3G/REG1B/REG1A/REG3A/IGKV3-20/IL36RN/CCL20/DEFB126/DEFB127/CST9/DEFB118/WFDC5/WFDC12/SEMG1/SEMG2/WFDC2/WFDC10B/WFDC13/HRG/KNG1/HTN3/MUC7/JCHAIN/PF4V1/CXCL1/PF4/PPBP/CXCL5/CXCL3/CXCL2/CXCL10/FGB/FGA/CCL28/TSLP/CXCL14/PGC/IL17A/IL17F/VIP/CCL26/CCL24/PRSS2/DEFB1/DEFA6/DEFA1B/DEFA5/DEFB103B/DEFB103A/SPAG11B/DEFB4A/DEFB130A/PRSS3/CCL21	89
GO:0022600	digestive system process	62/4017	112/18434	0.553571428571429	2.54033749422099	8.63077782496092	9.13981022823112e-15	3.94839801859584e-12	3.10547386626891e-12	APOA2/AKR1C1/PBLD/RBP4/ADRA2A/PNLIP/PRAP1/MUC6/MUC2/KCNQ1/CCKBR/CHRM1/MOGAT2/APOA4/APOA1/AQP5/SOAT2/SERPINA3/GCNT3/NOD2/WNK4/SOX9/ENPP7/KCNN4/ABCG5/ABCG8/FABP1/SLC9A4/STK39/NEUROD1/VIL1/NPPC/TFF3/TFF2/TFF1/SLC5A1/TYMP/GHRL/CYP8B1/SLC26A6/MUC13/PLS1/MUC4/CRACD/STATH/FABP2/FGF10/NEUROG1/SPINK1/HTR4/IL17A/SGK1/NPSR1/NPC1L1/CD36/CLDN15/LEP/OPRK1/WNK3/HEPH/CLDN2/VSIG1	62
GO:0042445	hormone metabolic process	105/4017	239/18434	0.439330543933054	2.01608644432709	8.34574394723811	1.26560724345725e-14	5.10292840561962e-12	4.01352921626898e-12	WNT4/DIO1/RPE65/HSD3B2/HSD3B1/CRABP2/DISP1/AKR1C1/AKR1C2/AKR1C3/AKR1C4/PAPSS2/CYP26A1/RBP4/CYP2C18/CYP2C9/CYP17A1/TCF7L2/PNLIP/PRLHR/PNPLA2/ADM/GAL/DGAT2/RDH5/HSD17B6/SDR9C7/RDH16/EDNRB/RDH12/DUOX2/DUOXA2/ALDH1A2/CYP11A1/CYP1A1/IGF1R/PCSK6/CRYM/SCNN1B/BCO1/HSD17B2/DHRS11/STARD3/SCPEP1/ACE/RDH8/SLC5A5/HPN/FFAR3/SULT2A1/LHCGR/CYP26B1/CHST10/CYP27C1/DPP4/UGT1A7/UGT1A1/UGT1A9/UGT1A8/PCSK2/BACE2/RBP1/BCHE/ECE2/UGT2B17/UGT2B15/UGT2B10/UGT2B7/UGT2B11/UGT2B4/SULT1B1/HSD17B11/SPP1/ADH4/ADH6/ADH1B/ADH1C/ADH7/LRAT/SRD5A1/GHR/NR3C1/STC2/MEP1A/CGA/IYD/ESR1/CYP2W1/GHRHR/INHBA/CYP3A5/CYP3A7/CYP3A4/LEP/CPA4/AKR1B1/AKR1B10/AKR1B15/SHH/DGAT1/ALDH1A1/FOXE1/NR5A1/ACE2/AWAT2	105
GO:0015711	organic anion transport	171/4017	461/18434	0.370932754880694	1.70220921171788	8.05968699726338	2.63909664176199e-14	9.97578530586033e-12	7.84610376587003e-12	RBP7/PLA2G2E/PLA2G2A/PLA2G2C/NR0B2/SLC2A1/SLC1A7/SLC6A17/SLC16A4/SV2A/CRABP2/ATP1A2/ADCY10/SLC26A9/AKR1C1/AKR1C4/SLC16A9/PLA2G12B/ABCC2/SFXN2/CALHM1/CALHM3/ACSL5/CYB5R2/ABCC8/SLC6A5/SLC17A6/SLC43A1/SLC3A2/SLC22A25/SLC22A10/SLC22A11/FGF19/FOLR3/FOLR1/SLCO2B1/DRD2/SLC37A2/SLC6A12/PIANP/SLCO1A2/SLC38A2/SLC4A8/SLC39A5/SLC6A15/SLC5A8/ACACB/GLTP/PLA2G1B/SLC10A2/SLC7A7/SLC7A8/SLC27A2/SLC51B/NMB/PLA2G10/ABCC1/ABCC6/CES1/SLC7A5/SLC52A1/SLC13A5/SLC16A11/SLC2A4/SLC47A1/NOS2/SLC13A2/ABCC3/CA4/ACE/MAP2K6/SLC16A5/LLGL2/SLC39A6/ATP8B1/TNFRSF11A/LRRC8E/BEST2/SLC1A6/CYP4F2/SLC7A9/CEACAM1/SLC3A1/LHCGR/SLC1A4/FABP1/IL1A/SLC4A10/SLC38A11/LRP2/SLC4A3/AGXT/SLC52A3/SSTR4/SLC2A10/SLCO4A1/NTSR1/SLC17A9/SLC37A1/PLA2G3/SLC6A11/PPARG/SLC6A20/SLC26A6/SLC25A20/SLC38A3/GRM2/CASR/RBP2/RBP1/SLC7A14/SLC2A2/ABCC5/SLC51A/SLC26A1/SLC2A9/SLC10A4/SLC4A4/SLC10A6/ABCG2/SNCA/MTTP/FABP2/SLC25A31/SLC7A11/SLC1A3/SLCO4C1/SLCO6A1/SLC12A2/SLC27A6/SLC23A1/SLC6A7/SLC36A3/SLC36A2/NMUR2/SLC17A4/SLC17A1/TNF/SLC44A4/SLC26A8/TSPO2/SLC17A5/HTR1B/SLC35A1/GJA1/SLC35D3/GRM1/CD36/ABCB1/SLC26A3/CFTR/LEP/SLC39A14/LYN/FABP5/PMP2/FABP9/FABP4/FABP12/SLC10A5/OC90/SLC1A1/ANXA1/NTRK2/SLC35D2/LRRC8A/PTGES/ACE2/CLDN2/SLC6A14/SLC6A8	171
GO:0097485	neuron projection guidance	103/4017	239/18434	0.430962343096234	1.97768479776848	8.03032756596481	1.021061074538e-13	3.6325749287093e-11	2.857074300828e-11	DRAXIN/EPHA8/EPHB2/EPHA10/ARTN/SEMA4A/IGSF9/VANGL2/TNR/LHX9/NFASC/CNTN2/ENAH/WNT3A/DRGX/EGR2/MYPN/SEMA4G/VAX1/PTPRJ/CNTN5/NCAM1/DSCAML1/NECTIN1/FEZ1/PTPRO/CNTN1/NELL2/ARHGEF25/FOXG1/OTX2/NRXN3/FLRT2/BCL11B/EVL/SEMA6D/NTN3/PLA2G10/EFNB3/NTN1/CDK5R1/LHX1/ERBB2/NGFR/NOG/ARK2C/DCC/EFNA2/NOTCH3/PTPRH/ADAM17/DPYSL5/NRXN1/GLI2/TBR1/NRP2/KLF7/CDK5R2/EPHA4/GBX2/BMP7/EDN3/CDH4/DSCAM/WNT7B/CHL1/CNTN4/CELSR3/SEMA3B/WNT5A/EPHA6/ALCAM/GAP43/KALRN/PLXNA1/SLIT2/ATOH1/BMPR1B/PALLD/PLEKHG4B/GDNF/ISL1/MYOT/GFRA3/PCDHAC2/UNC5A/PTK7/EPHA7/EVX1/GLI3/SEMA3D/DLX5/NRCAM/FEZF1/SMO/EPHB6/GBX1/SHH/LHX2/LHX3/ANOS1/ARX/NDP	103
GO:0007409	axonogenesis	168/4017	458/18434	0.366812227074236	1.68330012294908	7.81644338021396	1.37872113957144e-13	4.63250302896005e-11	3.64353264896103e-11	DRAXIN/ACTL8/EPHA8/EPHB2/EPHA10/EDN2/ARTN/LPAR3/NTNG1/WDR47/SEMA4A/CRABP2/IGSF9/VANGL2/ADCY10/TNR/LHX9/NFASC/CNTN2/ENAH/WNT3A/DRGX/EGR2/MYPN/PAX2/SEMA4G/VAX1/BRSK2/PTPRJ/TSKU/CNTN5/NCAM1/DRD2/DSCAML1/NECTIN1/FEZ1/PTPRO/CNTN1/PRICKLE1/NELL2/ARHGEF25/ULK1/ATP8A2/DCLK1/SPART/POU4F1/SLITRK6/SLITRK5/FOXG1/NKX2-8/NIN/OTX2/NRXN3/FLRT2/BCL11B/EVL/NDN/SEMA6D/RGMA/IGF1R/NTN3/PLA2G10/EFNB3/NTN1/CDK5R1/LHX1/ERBB2/RND2/NGFR/NOG/NPTX1/BAIAP2/ARK2C/DCC/EFNA2/PTPRS/NOTCH3/PTPRH/ADAM17/DPYSL5/NRXN1/BCL11A/VAX2/CTNNA2/GLI2/NR4A2/TBR1/NRP2/KLF7/MAP2/FN1/CDK5R2/EPHA4/GBX2/PARD6B/BMP7/EDN3/CDH4/CHODL/TIAM1/DSCAM/S100B/WNT7B/CHL1/CNTN4/WNT7A/TRAK1/CCK/CELSR3/SEMA3B/WNT5A/EPHA6/ALCAM/GAP43/KALRN/SHOX2/SLITRK3/SLIT2/UCHL1/PHOX2B/NKX6-1/SPP1/ATOH1/BMPR1B/PALLD/PLEKHG4B/GDNF/ISL1/ACTBL2/MAP1B/FSTL4/MYOT/GFRA3/PCDHAC2/UNC5A/KIAA0319/PTK7/CD2AP/EPHA7/POU3F2/NR2E1/EVX1/GLI3/COBL/AUTS2/SEMA3D/DLX5/NRCAM/PTPRZ1/FEZF1/SMO/EPHB6/GBX1/SHH/NEFL/KIF13B/ADGRB1/NTRK2/LHX2/OLFM1/LHX3/ANOS1/ARX/XK/NDP/MCF2/SLITRK2/PLXNB3	168
GO:0016101	diterpenoid metabolic process	51/4017	88/18434	0.579545454545455	2.65953221535746	8.23697612464097	1.85059604362511e-13	5.89073940623405e-11	4.63315430534177e-11	RPE65/ABCA4/CRABP2/AKR1C1/AKR1C3/AKR1C4/RBP3/CYP26A1/RBP4/CYP2C18/PNLIP/PNPLA2/DGAT2/RDH5/HSD17B6/SDR9C7/RDH16/RDH12/ALDH1A2/CYP1A1/BCO1/SCPEP1/RDH8/CYP26B1/CYP27C1/LRP2/UGT1A7/UGT1A1/UGT1A9/UGT1A8/RBP2/RBP1/ADH4/ADH6/ADH1B/ADH1C/ADH7/LRAT/CYP4V2/SRD5A1/CYP2W1/EGFR/CYP3A5/CYP3A7/CYP3A4/AKR1B1/AKR1B10/AKR1B15/DGAT1/ALDH1A1/AWAT2	51
GO:0007411	axon guidance	102/4017	238/18434	0.428571428571429	1.96671289875173	7.92336214091543	2.0562678414331e-13	5.92373159710957e-11	4.65910315499481e-11	DRAXIN/EPHA8/EPHB2/EPHA10/ARTN/SEMA4A/IGSF9/VANGL2/TNR/LHX9/NFASC/CNTN2/ENAH/WNT3A/DRGX/EGR2/MYPN/SEMA4G/VAX1/PTPRJ/CNTN5/NCAM1/DSCAML1/NECTIN1/FEZ1/PTPRO/CNTN1/NELL2/ARHGEF25/FOXG1/OTX2/NRXN3/FLRT2/BCL11B/EVL/SEMA6D/NTN3/PLA2G10/EFNB3/NTN1/CDK5R1/LHX1/ERBB2/NGFR/NOG/ARK2C/DCC/EFNA2/NOTCH3/PTPRH/ADAM17/DPYSL5/NRXN1/GLI2/TBR1/NRP2/KLF7/CDK5R2/EPHA4/GBX2/BMP7/EDN3/CDH4/DSCAM/WNT7B/CHL1/CNTN4/CELSR3/SEMA3B/WNT5A/EPHA6/ALCAM/GAP43/KALRN/SLIT2/ATOH1/BMPR1B/PALLD/PLEKHG4B/GDNF/ISL1/MYOT/GFRA3/PCDHAC2/UNC5A/PTK7/EPHA7/EVX1/GLI3/SEMA3D/DLX5/NRCAM/FEZF1/SMO/EPHB6/GBX1/SHH/LHX2/LHX3/ANOS1/ARX/NDP	102
GO:0001523	retinoid metabolic process	49/4017	83/18434	0.590361445783133	2.70916676414395	8.23768338497344	2.05685124899638e-13	5.92373159710957e-11	4.65910315499481e-11	RPE65/ABCA4/CRABP2/AKR1C1/AKR1C3/AKR1C4/RBP3/CYP26A1/RBP4/CYP2C18/PNLIP/PNPLA2/DGAT2/RDH5/HSD17B6/SDR9C7/RDH16/RDH12/ALDH1A2/CYP1A1/BCO1/SCPEP1/RDH8/CYP26B1/CYP27C1/LRP2/UGT1A7/UGT1A1/UGT1A9/UGT1A8/RBP2/RBP1/ADH4/ADH6/ADH1B/ADH1C/ADH7/LRAT/CYP4V2/CYP2W1/CYP3A5/CYP3A7/CYP3A4/AKR1B1/AKR1B10/AKR1B15/DGAT1/ALDH1A1/AWAT2	49
